DATE, EX_NUM, BOOL_PREPROC, NOISE, Method, Error 
09-Aug-2017 16:15:08,6,1,1e-10,Deconvolution Separate,9.0091e-05 
09-Aug-2017 16:15:08,6,1,1e-10,Deconvolution Batch,9.0091e-05 
09-Aug-2017 16:15:08,6,1,1e-10,Deconvolution Batch With STLN,0.0001999 
09-Aug-2017 16:15:08,6,1,1e-10,Deconvolution Batch Constrained,3.0272e-05 
09-Aug-2017 16:15:08,6,1,1e-10,Deconvolution Batch Constrained With STLN,3.0272e-05 
09-Aug-2017 16:22:24,2,1,1e-10,Deconvolution Separate,1.0133e-07 
09-Aug-2017 16:22:24,2,1,1e-10,Deconvolution Batch,1.0133e-07 
09-Aug-2017 16:22:24,2,1,1e-10,Deconvolution Batch With STLN,5.6294e-10 
09-Aug-2017 16:22:24,2,1,1e-10,Deconvolution Batch Constrained,1.3546e-10 
09-Aug-2017 16:22:24,2,1,1e-10,Deconvolution Batch Constrained With STLN,1.0779e-10 
09-Aug-2017 16:23:42,3,1,1e-10,Deconvolution Separate,1.6266e-08 
09-Aug-2017 16:23:42,3,1,1e-10,Deconvolution Batch,1.6266e-08 
09-Aug-2017 16:23:42,3,1,1e-10,Deconvolution Batch With STLN,1.4724e-08 
09-Aug-2017 16:23:42,3,1,1e-10,Deconvolution Batch Constrained,5.0728e-09 
09-Aug-2017 16:23:42,3,1,1e-10,Deconvolution Batch Constrained With STLN,5.0734e-09 
09-Aug-2017 16:24:10,3,0,1e-10,Deconvolution Separate,1.6266e-08 
09-Aug-2017 16:24:10,3,0,1e-10,Deconvolution Batch,1.6266e-08 
09-Aug-2017 16:24:10,3,0,1e-10,Deconvolution Batch With STLN,1.6248e-08 
09-Aug-2017 16:24:10,3,0,1e-10,Deconvolution Batch Constrained,3.4979e-08 
09-Aug-2017 16:24:10,3,0,1e-10,Deconvolution Batch Constrained With STLN,5.5346e-09 
09-Aug-2017 16:24:47,3,1,1e-10,Deconvolution Separate,1.6266e-08 
09-Aug-2017 16:24:47,3,1,1e-10,Deconvolution Batch,1.6266e-08 
09-Aug-2017 16:24:47,3,1,1e-10,Deconvolution Batch With STLN,1.4724e-08 
09-Aug-2017 16:24:47,3,1,1e-10,Deconvolution Batch Constrained,5.0728e-09 
09-Aug-2017 16:24:47,3,1,1e-10,Deconvolution Batch Constrained With STLN,5.0734e-09 
09-Aug-2017 16:25:01,4,1,1e-10,Deconvolution Separate,4.7177e-08 
09-Aug-2017 16:25:01,4,1,1e-10,Deconvolution Batch,4.7177e-08 
09-Aug-2017 16:25:01,4,1,1e-10,Deconvolution Batch With STLN,3.5542e-08 
09-Aug-2017 16:25:01,4,1,1e-10,Deconvolution Batch Constrained,3.1457e-08 
09-Aug-2017 16:25:01,4,1,1e-10,Deconvolution Batch Constrained With STLN,3.1443e-08 
09-Aug-2017 16:25:47,5,1,1e-10,Deconvolution Separate,8.8861e-06 
09-Aug-2017 16:25:47,5,1,1e-10,Deconvolution Batch,8.8861e-06 
09-Aug-2017 16:25:47,5,1,1e-10,Deconvolution Batch With STLN,4.4559e-06 
09-Aug-2017 16:25:47,5,1,1e-10,Deconvolution Batch Constrained,2.1418e-06 
09-Aug-2017 16:25:47,5,1,1e-10,Deconvolution Batch Constrained With STLN,2.1418e-06 
09-Aug-2017 16:26:30,5,1,1e-08,Deconvolution Separate,0.00088905 
