DATE, EX_NUM, BOOL_PREPROC, NOISE, Method, Error 
05-Oct-2017 11:38:50,1,1,1e-10,Deconvolution Separate,3.8149e-09 
05-Oct-2017 11:38:50,1,1,1e-10,Deconvolution Batch,NaN 
05-Oct-2017 11:38:50,1,1,1e-10,Deconvolution Batch With STLN,NaN 
05-Oct-2017 11:38:50,1,1,1e-10,Deconvolution Batch Constrained,NaN 
05-Oct-2017 11:38:50,1,1,1e-10,Deconvolution Batch Constrained With STLN,NaN 
05-Oct-2017 11:47:06,1,1,1e-10,Deconvolution Separate,5.9659 
05-Oct-2017 11:47:06,1,1,1e-10,Deconvolution Batch,NaN 
05-Oct-2017 11:47:06,1,1,1e-10,Deconvolution Batch With STLN,NaN 
05-Oct-2017 11:47:06,1,1,1e-10,Deconvolution Batch Constrained,NaN 
05-Oct-2017 11:47:06,1,1,1e-10,Deconvolution Batch Constrained With STLN,NaN 
05-Oct-2017 11:49:10,1,0,1e-10,Deconvolution Separate,5.9659 
05-Oct-2017 11:49:10,1,0,1e-10,Deconvolution Batch,5.9659 
05-Oct-2017 11:49:10,1,0,1e-10,Deconvolution Batch With STLN,5.9659 
05-Oct-2017 11:49:10,1,0,1e-10,Deconvolution Batch Constrained,5.9659 
05-Oct-2017 11:49:10,1,0,1e-10,Deconvolution Batch Constrained With STLN,5.9659 
05-Oct-2017 11:50:00,1,0,0,Deconvolution Separate,5.9659 
05-Oct-2017 11:50:00,1,0,0,Deconvolution Batch,5.9659 
05-Oct-2017 11:50:00,1,0,0,Deconvolution Batch With STLN,5.9659 
05-Oct-2017 11:50:00,1,0,0,Deconvolution Batch Constrained,5.9659 
05-Oct-2017 11:50:00,1,0,0,Deconvolution Batch Constrained With STLN,5.9659 
05-Oct-2017 11:53:06,1,0,0,Deconvolution Separate,4.8124e-15 
05-Oct-2017 11:53:06,1,0,0,Deconvolution Batch,2.3372e-15 
05-Oct-2017 11:53:06,1,0,0,Deconvolution Batch With STLN,2.3372e-15 
05-Oct-2017 11:53:06,1,0,0,Deconvolution Batch Constrained,2.2893e-14 
05-Oct-2017 11:53:06,1,0,0,Deconvolution Batch Constrained With STLN,2.2893e-14 
05-Oct-2017 12:03:39,1,0,0,Deconvolution Separate,4.8124e-15 
05-Oct-2017 12:03:39,1,0,0,Deconvolution Batch,2.3372e-15 
05-Oct-2017 12:03:39,1,0,0,Deconvolution Batch With STLN,2.3372e-15 
05-Oct-2017 12:03:39,1,0,0,Deconvolution Batch Constrained,2.2893e-14 
05-Oct-2017 12:03:39,1,0,0,Deconvolution Batch Constrained With STLN,2.2893e-14 
05-Oct-2017 12:04:54,1,0,1e-10,Deconvolution Separate,6.0343e-10 
05-Oct-2017 12:04:54,1,0,1e-10,Deconvolution Batch,6.0343e-10 
05-Oct-2017 12:04:54,1,0,1e-10,Deconvolution Batch With STLN,3.0505e-08 
05-Oct-2017 12:04:54,1,0,1e-10,Deconvolution Batch Constrained,1.6041e-10 
05-Oct-2017 12:04:54,1,0,1e-10,Deconvolution Batch Constrained With STLN,1.0021e-10 
05-Oct-2017 12:05:41,1,0,1e-10,Deconvolution Separate,6.0343e-10 
05-Oct-2017 12:05:41,1,0,1e-10,Deconvolution Batch,6.0343e-10 
05-Oct-2017 12:05:41,1,0,1e-10,Deconvolution Batch With STLN,3.0505e-08 
05-Oct-2017 12:05:41,1,0,1e-10,Deconvolution Batch Constrained,1.6041e-10 
05-Oct-2017 12:05:41,1,0,1e-10,Deconvolution Batch Constrained With STLN,1.0021e-10 
05-Oct-2017 12:05:53,1,0,1e-10,Deconvolution Separate,6.0343e-10 
05-Oct-2017 12:05:53,1,0,1e-10,Deconvolution Batch,6.0343e-10 
05-Oct-2017 12:05:53,1,0,1e-10,Deconvolution Batch With STLN,3.0505e-08 
05-Oct-2017 12:05:53,1,0,1e-10,Deconvolution Batch Constrained,1.6041e-10 
