DATE, EX_NUM, MEAN_METHOD, BOOL_ALPHA_THETA, EMIN, EMAX, LOW_RANK_APPROX_METHOD, LOW_RANK_ITE, APF_METHOD, APF_ITE, BOOL_LOG, SYLVESTER_MATRIX_VARIANT, GCD_METHODM, METHOD_NAME, DECONVOLUTION_METHOD HX, DECONVOLUTION_METHOD WX, DECONVOLUTION_PREPROC, FORWARD_ERROR, BACKWARD_ERROR, ERROR_FX, ERROR_HX, ERROR_WX 
20-Jan-2018 11:53:38,9,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch,Separate,1,2.781132e-08,2.762588e-07,1.730945e-07,2.276876e-07,5.695274e-08
20-Jan-2018 11:53:44,9,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,0,8.861242e-08,4.036188e-07,1.730945e-07,5.451540e-07,8.439851e-08
20-Jan-2018 11:53:50,9,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,1,4.020853e-08,2.924450e-07,1.730945e-07,2.276876e-07,5.858053e-08
20-Jan-2018 11:53:56,9,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Separate,0,4.633941e-08,3.632902e-07,1.730945e-07,2.506035e-07,7.448523e-08
20-Jan-2018 11:54:02,9,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Separate,1,6.948858e-08,3.469057e-07,1.730945e-07,2.662959e-07,7.408953e-08
20-Jan-2018 11:54:08,9,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,0,4.633941e-08,3.632902e-07,1.730945e-07,2.506035e-07,7.448523e-08
20-Jan-2018 11:54:14,9,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,1,7.413927e-08,3.569018e-07,1.730945e-07,2.662959e-07,7.544375e-08
20-Jan-2018 11:55:05,9,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Separate,Separate,0,1.294257e-07,2.335801e-07,7.130363e-08,2.540633e-07,5.347163e-08
20-Jan-2018 11:55:12,9,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Separate,Separate,1,1.294257e-07,2.335801e-07,7.130363e-08,2.540633e-07,5.347163e-08
20-Jan-2018 11:55:18,9,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,0,1.294257e-07,2.335801e-07,7.130363e-08,2.540633e-07,5.347163e-08
20-Jan-2018 11:55:24,9,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,1,1.267781e-07,2.269261e-07,7.130363e-08,2.540633e-07,5.156435e-08
20-Jan-2018 11:55:30,9,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch,Separate,0,1.294257e-07,2.335801e-07,7.130363e-08,2.540633e-07,5.347163e-08
20-Jan-2018 11:55:36,9,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch,Separate,1,1.405200e-07,2.525303e-07,7.130363e-08,1.650691e-07,5.895338e-08
20-Jan-2018 11:55:42,9,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,0,1.294257e-07,2.335801e-07,7.130363e-08,2.540633e-07,5.347163e-08
20-Jan-2018 11:55:48,9,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,1,1.387621e-07,2.483800e-07,7.130363e-08,1.650691e-07,5.711751e-08
20-Jan-2018 11:55:55,9,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Separate,0,5.458460e-08,2.150604e-07,7.130363e-08,2.351290e-07,4.775992e-08
20-Jan-2018 11:56:01,9,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Separate,1,5.862030e-08,2.181973e-07,7.130363e-08,1.421111e-07,5.009998e-08
20-Jan-2018 11:56:07,9,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,0,5.458460e-08,2.150604e-07,7.130363e-08,2.351290e-07,4.775992e-08
20-Jan-2018 11:56:13,9,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,1,6.233508e-08,2.197149e-07,7.130363e-08,1.421111e-07,4.888344e-08
20-Jan-2018 11:57:05,9,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-08,Standard SNTLN,3,None,0,0,DTQ,ux and vx,My Method,Separate,Separate,0,2.749704e-07,1.252832e-06,7.071966e-07,3.917384e-06,3.521990e-07
20-Jan-2018 11:57:11,9,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-08,Standard SNTLN,3,None,0,0,DTQ,ux and vx,My Method,Separate,Separate,1,2.749704e-07,1.252832e-06,7.071966e-07,3.917384e-06,3.521990e-07
20-Jan-2018 11:57:17,9,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-08,Standard SNTLN,3,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,0,2.749704e-07,1.252832e-06,7.071966e-07,3.917384e-06,3.521990e-07
20-Jan-2018 11:57:24,9,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-08,Standard SNTLN,3,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,1,2.458905e-07,1.197542e-06,7.071966e-07,3.917384e-06,3.359496e-07
20-Jan-2018 11:57:30,9,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-08,Standard SNTLN,3,None,0,0,DTQ,ux and vx,My Method,Batch,Separate,0,2.749704e-07,1.252832e-06,7.071966e-07,3.917384e-06,3.521990e-07
20-Jan-2018 11:57:36,9,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-08,Standard SNTLN,3,None,0,0,DTQ,ux and vx,My Method,Batch,Separate,1,4.130377e-07,1.467679e-06,7.071966e-07,4.533162e-06,3.990440e-07
20-Jan-2018 11:57:42,9,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-08,Standard SNTLN,3,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,0,2.749704e-07,1.252832e-06,7.071966e-07,3.917384e-06,3.521990e-07
20-Jan-2018 11:57:48,9,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-08,Standard SNTLN,3,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,1,3.515288e-07,1.394604e-06,7.071966e-07,4.533162e-06,3.726002e-07
20-Jan-2018 11:57:55,9,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-08,Standard SNTLN,3,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Separate,0,4.773755e-07,1.256827e-06,7.071966e-07,3.757773e-06,2.904745e-07
20-Jan-2018 11:58:01,9,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-08,Standard SNTLN,3,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Separate,1,9.776394e-07,1.743530e-06,7.071966e-07,4.661710e-06,4.304531e-07
20-Jan-2018 11:58:07,9,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-08,Standard SNTLN,3,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,0,4.773755e-07,1.256827e-06,7.071966e-07,3.757773e-06,2.904745e-07
20-Jan-2018 11:58:13,9,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-08,Standard SNTLN,3,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,1,1.047098e-06,1.840691e-06,7.071966e-07,4.661710e-06,4.255962e-07
20-Jan-2018 11:59:04,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Separate,Separate,0,1.541563e-06,5.419558e-06,9.465859e-07,2.634618e-06,1.378286e-06
20-Jan-2018 11:59:08,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Separate,Separate,1,1.541563e-06,5.419558e-06,9.465859e-07,2.634618e-06,1.378286e-06
20-Jan-2018 11:59:11,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,0,1.541563e-06,5.419558e-06,9.465859e-07,2.634618e-06,1.378286e-06
20-Jan-2018 11:59:15,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,1,1.667895e-06,5.532548e-06,9.465859e-07,2.634618e-06,1.387744e-06
20-Jan-2018 11:59:19,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch,Separate,0,1.541563e-06,5.419558e-06,9.465859e-07,2.634618e-06,1.378286e-06
20-Jan-2018 11:59:23,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch,Separate,1,9.078068e-07,3.811805e-06,9.465859e-07,4.197791e-06,9.386652e-07
20-Jan-2018 11:59:27,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,0,1.541563e-06,5.419558e-06,9.465859e-07,2.634618e-06,1.378286e-06
20-Jan-2018 11:59:31,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,1,1.036634e-06,3.823424e-06,9.465859e-07,4.197791e-06,9.118478e-07
20-Jan-2018 11:59:34,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Separate,0,3.759149e-07,3.933585e-06,9.465859e-07,2.225238e-06,1.083266e-06
20-Jan-2018 11:59:38,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Separate,1,5.729399e-07,2.979382e-06,9.465859e-07,3.699969e-06,8.183614e-07
20-Jan-2018 11:59:42,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,0,3.759149e-07,3.933585e-06,9.465859e-07,2.225238e-06,1.083266e-06
20-Jan-2018 11:59:46,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,1,6.513481e-07,3.009734e-06,9.465859e-07,3.699969e-06,7.629423e-07
20-Jan-2018 12:00:17,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Separate,Separate,0,2.749568e-07,1.252795e-06,7.071989e-07,3.917379e-06,3.521766e-07
20-Jan-2018 12:00:21,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Separate,Separate,1,2.749568e-07,1.252795e-06,7.071989e-07,3.917379e-06,3.521766e-07
20-Jan-2018 12:00:25,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,0,2.749568e-07,1.252795e-06,7.071989e-07,3.917379e-06,3.521766e-07
20-Jan-2018 12:00:29,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,1,2.458802e-07,1.197506e-06,7.071989e-07,3.917379e-06,3.359270e-07
20-Jan-2018 12:00:32,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch,Separate,0,2.749568e-07,1.252795e-06,7.071989e-07,3.917379e-06,3.521766e-07
20-Jan-2018 12:00:36,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch,Separate,1,4.130229e-07,1.467648e-06,7.071989e-07,4.533168e-06,3.990243e-07
20-Jan-2018 12:00:40,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,0,2.749568e-07,1.252795e-06,7.071989e-07,3.917379e-06,3.521766e-07
20-Jan-2018 12:00:44,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,1,3.515161e-07,1.394570e-06,7.071989e-07,4.533168e-06,3.725800e-07
20-Jan-2018 12:00:48,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Separate,0,4.773879e-07,1.256795e-06,7.071989e-07,3.757766e-06,2.904596e-07
20-Jan-2018 12:00:52,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Separate,1,9.776514e-07,1.743559e-06,7.071989e-07,4.661710e-06,4.304605e-07
20-Jan-2018 12:00:56,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,0,4.773879e-07,1.256795e-06,7.071989e-07,3.757766e-06,2.904596e-07
20-Jan-2018 12:01:00,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,1,1.047108e-06,1.840721e-06,7.071989e-07,4.661710e-06,4.256024e-07
20-Jan-2018 12:01:31,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Separate,Separate,0,2.749571e-07,1.252794e-06,7.071974e-07,3.917372e-06,3.521771e-07
20-Jan-2018 12:01:35,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Separate,Separate,1,2.749571e-07,1.252794e-06,7.071974e-07,3.917372e-06,3.521771e-07
20-Jan-2018 12:01:39,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,0,2.749571e-07,1.252794e-06,7.071974e-07,3.917372e-06,3.521771e-07
20-Jan-2018 12:01:43,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,1,2.458800e-07,1.197505e-06,7.071974e-07,3.917372e-06,3.359275e-07
20-Jan-2018 12:01:47,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Batch,Separate,0,2.749571e-07,1.252794e-06,7.071974e-07,3.917372e-06,3.521771e-07
20-Jan-2018 12:01:51,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Batch,Separate,1,4.130232e-07,1.467646e-06,7.071974e-07,4.533158e-06,3.990247e-07
20-Jan-2018 12:01:55,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,0,2.749571e-07,1.252794e-06,7.071974e-07,3.917372e-06,3.521771e-07
20-Jan-2018 12:01:59,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,1,3.515163e-07,1.394569e-06,7.071974e-07,4.533158e-06,3.725804e-07
20-Jan-2018 12:02:03,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Separate,0,4.773862e-07,1.256794e-06,7.071974e-07,3.757763e-06,2.904597e-07
20-Jan-2018 12:02:07,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Separate,1,9.776521e-07,1.743562e-06,7.071974e-07,4.661697e-06,4.304597e-07
20-Jan-2018 12:02:11,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,0,4.773862e-07,1.256794e-06,7.071974e-07,3.757763e-06,2.904597e-07
20-Jan-2018 12:02:15,9,Geometric Mean Matlab Method,0,1.000000e-12,1.000000e-08,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,1,1.047110e-06,1.840722e-06,7.071974e-07,4.661697e-06,4.256017e-07
20-Jan-2018 12:02:50,9,None,1,1.000000e-12,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,My Method,Separate,Separate,0,2.370649e-06,5.733153e-06,1.309053e-06,1.272110e-05,1.398365e-06
20-Jan-2018 12:02:55,9,None,1,1.000000e-12,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,My Method,Separate,Separate,1,2.370649e-06,5.733153e-06,1.309053e-06,1.272110e-05,1.398365e-06
20-Jan-2018 12:03:01,9,None,1,1.000000e-12,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,0,2.370649e-06,5.733153e-06,1.309053e-06,1.272110e-05,1.398365e-06
20-Jan-2018 12:03:07,9,None,1,1.000000e-12,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,1,2.432854e-06,5.799968e-06,1.309053e-06,1.272110e-05,1.418542e-06
20-Jan-2018 12:03:13,9,None,1,1.000000e-12,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,My Method,Batch,Separate,0,2.370649e-06,5.733153e-06,1.309053e-06,1.272110e-05,1.398365e-06
20-Jan-2018 12:03:19,9,None,1,1.000000e-12,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,My Method,Batch,Separate,1,2.089547e-06,5.259843e-06,1.309053e-06,1.959491e-06,1.285616e-06
20-Jan-2018 12:03:25,9,None,1,1.000000e-12,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,0,2.370649e-06,5.733153e-06,1.309053e-06,1.272110e-05,1.398365e-06
20-Jan-2018 12:03:31,9,None,1,1.000000e-12,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,1,2.117181e-06,5.320886e-06,1.309053e-06,1.959491e-06,1.296018e-06
20-Jan-2018 12:03:36,9,None,1,1.000000e-12,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Separate,0,5.947201e-07,2.883108e-06,1.309053e-06,6.120677e-06,6.014400e-07
20-Jan-2018 12:03:42,9,None,1,1.000000e-12,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Separate,1,1.534544e-07,1.899005e-06,1.309053e-06,1.908292e-06,3.948508e-07
20-Jan-2018 12:03:48,9,None,1,1.000000e-12,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,0,5.947201e-07,2.883108e-06,1.309053e-06,6.120677e-06,6.014400e-07
20-Jan-2018 12:03:54,9,None,1,1.000000e-12,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,1,2.103566e-07,1.941614e-06,1.309053e-06,1.908292e-06,3.955343e-07
20-Jan-2018 12:04:43,9,None,1,1.000000e-12,1.000000e-06,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Separate,Separate,0,1.213891e-07,1.464147e-06,6.802220e-07,7.403818e-06,5.205531e-07
20-Jan-2018 12:04:49,9,None,1,1.000000e-12,1.000000e-06,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Separate,Separate,1,1.213891e-07,1.464147e-06,6.802220e-07,7.403818e-06,5.205531e-07
20-Jan-2018 12:04:55,9,None,1,1.000000e-12,1.000000e-06,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,0,1.213891e-07,1.464147e-06,6.802220e-07,7.403818e-06,5.205531e-07
20-Jan-2018 12:05:01,9,None,1,1.000000e-12,1.000000e-06,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,1,5.615276e-08,1.511077e-06,6.802220e-07,7.403818e-06,5.842203e-07
20-Jan-2018 12:05:07,9,None,1,1.000000e-12,1.000000e-06,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch,Separate,0,1.213891e-07,1.464147e-06,6.802220e-07,7.403818e-06,5.205531e-07
20-Jan-2018 12:05:13,9,None,1,1.000000e-12,1.000000e-06,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch,Separate,1,3.075007e-07,8.226125e-07,6.802220e-07,1.186003e-06,1.936595e-07
20-Jan-2018 12:05:19,9,None,1,1.000000e-12,1.000000e-06,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,0,1.213891e-07,1.464147e-06,6.802220e-07,7.403818e-06,5.205531e-07
20-Jan-2018 12:05:25,9,None,1,1.000000e-12,1.000000e-06,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,1,2.973704e-07,7.755878e-07,6.802220e-07,1.186003e-06,1.902205e-07
20-Jan-2018 12:05:31,9,None,1,1.000000e-12,1.000000e-06,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Separate,0,5.079462e-07,2.226676e-06,6.802220e-07,7.391119e-06,6.209626e-07
20-Jan-2018 12:05:37,9,None,1,1.000000e-12,1.000000e-06,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Separate,1,1.085850e-07,7.258113e-07,6.802220e-07,1.115387e-06,1.692114e-07
20-Jan-2018 12:05:43,9,None,1,1.000000e-12,1.000000e-06,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,0,5.079462e-07,2.226676e-06,6.802220e-07,7.391119e-06,6.209626e-07
20-Jan-2018 12:05:49,9,None,1,1.000000e-12,1.000000e-06,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,1,1.529012e-07,7.778388e-07,6.802220e-07,1.115387e-06,1.702136e-07
20-Jan-2018 12:06:41,9,None,1,1.000000e-12,1.000000e-06,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Separate,Separate,0,3.432853e-05,6.699446e-05,3.086295e-05,2.168545e-04,1.265825e-05
20-Jan-2018 12:06:47,9,None,1,1.000000e-12,1.000000e-06,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Separate,Separate,1,3.432853e-05,6.699446e-05,3.086295e-05,2.168545e-04,1.265825e-05
20-Jan-2018 12:06:53,9,None,1,1.000000e-12,1.000000e-06,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,0,3.432853e-05,6.699446e-05,3.086295e-05,2.168545e-04,1.265825e-05
20-Jan-2018 12:06:59,9,None,1,1.000000e-12,1.000000e-06,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,1,5.504397e-05,7.702569e-05,3.086295e-05,2.168545e-04,1.284409e-05
20-Jan-2018 12:07:05,9,None,1,1.000000e-12,1.000000e-06,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Batch,Separate,0,3.432853e-05,6.699446e-05,3.086295e-05,2.168545e-04,1.265825e-05
20-Jan-2018 12:07:11,9,None,1,1.000000e-12,1.000000e-06,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Batch,Separate,1,2.998802e-05,6.616233e-05,3.086295e-05,2.938645e-04,1.271036e-05
20-Jan-2018 12:07:17,9,None,1,1.000000e-12,1.000000e-06,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,0,3.432853e-05,6.699446e-05,3.086295e-05,2.168545e-04,1.265825e-05
20-Jan-2018 12:07:23,9,None,1,1.000000e-12,1.000000e-06,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,1,5.416499e-05,7.861988e-05,3.086295e-05,2.938645e-04,1.302168e-05
20-Jan-2018 12:07:29,9,None,1,1.000000e-12,1.000000e-06,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Separate,0,1.481583e-06,3.572916e-05,3.086295e-05,2.021573e-04,1.330581e-05
20-Jan-2018 12:07:35,9,None,1,1.000000e-12,1.000000e-06,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Separate,1,2.853431e-05,5.770088e-05,3.086295e-05,1.792331e-04,1.109605e-05
20-Jan-2018 12:07:42,9,None,1,1.000000e-12,1.000000e-06,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,0,1.481583e-06,3.572916e-05,3.086295e-05,2.021573e-04,1.330581e-05
20-Jan-2018 12:07:48,9,None,1,1.000000e-12,1.000000e-06,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,1,2.656208e-05,5.461418e-05,3.086295e-05,1.792331e-04,9.909473e-06
20-Jan-2018 12:08:37,9,None,0,1.000000e-12,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,My Method,Separate,Separate,0,1.548681e-04,5.438123e-04,9.497538e-05,2.637600e-04,1.382738e-04
20-Jan-2018 12:08:40,9,None,0,1.000000e-12,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,My Method,Separate,Separate,1,1.548681e-04,5.438123e-04,9.497538e-05,2.637600e-04,1.382738e-04
